Time,RCV100MT_Baseline,RCV200MT_Baseline,RCV101MT_Baseline,RCV201MT_Baseline,RCV126MT_Baseline,RCV226MT_Baseline,RCV018MD_Baseline,RCV005MD_Baseline,RCV123MT_Baseline,RCV124MT_Baseline,RCV223MT_Baseline,RCV224MT_Baseline,RCV121MT_Baseline,RCV122MT_Baseline,RCV221MT_Baseline,RCV222MT_Baseline,RCV002MT_Baseline,RCV003MT_Baseline,RCV105MT_Baseline,RCV106MT_Baseline,RCV205MT_Baseline,RCV206MT_Baseline,RCV110MT_Baseline,RCV210MT_Baseline,RCV102MT_Baseline,RCV103MT_Baseline,RCV104MT_Baseline,RCV202MT_Baseline,RCV203MT_Baseline,RCV204MT_Baseline,RCV021MD_Baseline,RCV022MD_Baseline,RCV023MD_Baseline,RCV046VP_Baseline,RCV064MT_Baseline,RCV011MN_Baseline,RCV012MN_Baseline,RHR004MP_Baseline,RHR005MP_Baseline,RHR006MD_Baseline,RHR032MD_Baseline,RHR008MD_Baseline,RHR033MD_Baseline,RHR016MM_Baseline,RHR118MM_Baseline,RHR018MM_Baseline,RHR120MM_Baseline,RHR017MM_Baseline,RHR119MM_Baseline,RHR019MM_Baseline,RHR121MM_Baseline,3RHR027MT_Baseline,3RHR026MT_Baseline,3RHR025MT_Baseline,3RHR024MT_Baseline,3RHR023MT_Baseline,3RHR022MT_Baseline,3RHR021MT_Baseline,3RHR020MT_Baseline,3RHR019MT_Baseline,3RHR018MT_Baseline,3RHR017MT_Baseline,3RHR016MT_Baseline,3RHR015MT_Baseline,3RHR014MT_Baseline,3RHR013MT_Baseline,3RHR012MT_Baseline,3RHR011MT_Baseline,3RHR010MT_Baseline,RCV100MT_Actual,RCV200MT_Actual,RCV101MT_Actual,RCV201MT_Actual,RCV126MT_Actual,RCV226MT_Actual,RCV018MD_Actual,RCV005MD_Actual,RCV123MT_Actual,RCV124MT_Actual,RCV223MT_Actual,RCV224MT_Actual,RCV121MT_Actual,RCV122MT_Actual,RCV221MT_Actual,RCV222MT_Actual,RCV002MT_Actual,RCV003MT_Actual,RCV105MT_Actual,RCV106MT_Actual,RCV205MT_Actual,RCV206MT_Actual,RCV110MT_Actual,RCV210MT_Actual,RCV102MT_Actual,RCV103MT_Actual,RCV104MT_Actual,RCV202MT_Actual,RCV203MT_Actual,RCV204MT_Actual,RCV021MD_Actual,RCV022MD_Actual,RCV023MD_Actual,RCV046VP_Actual,RCV064MT_Actual,RCV011MN_Actual,RCV012MN_Actual,RHR004MP_Actual,RHR005MP_Actual,RHR006MD_Actual,RHR032MD_Actual,RHR008MD_Actual,RHR033MD_Actual,RHR016MM_Actual,RHR118MM_Actual,RHR018MM_Actual,RHR120MM_Actual,RHR017MM_Actual,RHR119MM_Actual,RHR019MM_Actual,RHR121MM_Actual,3RHR027MT_Actual,3RHR026MT_Actual,3RHR025MT_Actual,3RHR024MT_Actual,3RHR023MT_Actual,3RHR022MT_Actual,3RHR021MT_Actual,3RHR020MT_Actual,3RHR019MT_Actual,3RHR018MT_Actual,3RHR017MT_Actual,3RHR016MT_Actual,3RHR015MT_Actual,3RHR014MT_Actual,3RHR013MT_Actual,3RHR012MT_Actual,3RHR011MT_Actual,3RHR010MT_Actual
2026-07-10 18:58:00,72.00626465622537,72.00107525546873,68.01319790948288,68.0060313306886,52.01684032264236,52.012195368778386,16.065766286035164,19.945841229125158,66.00037956355533,66.01668763656643,66.00885095998858,66.00193488271489,62.99871244800747,62.965192495393985,62.993938728710724,63.02273822798115,45.00629971924108,45.00226175982829,70.01023137320308,70.00968674972904,70.01276883715559,69.99939711504912,68.99436109231299,69.00205570572545,94.98505379996112,95.01899117201435,107.0026685993486,94.99886434161294,94.99404018159993,107.00480385976223,2.100771406285163,2.0880027668613517,2.0808695884376407,50.0845059890169,47.99255340315666,1.5013311734246488,1.4986007280168436,0.20113316357088518,0.0027554843582877062,549.1600207161109,550.012544791942,549.7059878134568,550.1405085440658,2.0052355105590745,1.9911262129665324,2.00027523070682,1.9938706785376903,1.9993324619224253,1.9976215757939675,2.0062940238246183,2.001665443164932,23.93049518779599,24.0197458926843,24.00324355716397,24.00960353835276,24.00628252419111,23.925183198471466,23.99616572698537,23.87939336410989,24.04426302571477,24.023347491434357,24.124420151470414,23.996393223610113,24.036441935102275,24.081984603829362,23.965586354023593,24.046494268436515,23.93247909498197,23.915763420300717,72.00626465622537,72.00107525546873,68.01319790948288,68.0060313306886,52.01684032264236,52.012195368778386,16.065766286035164,19.945841229125158,66.00037956355533,66.01668763656643,66.00885095998858,66.00193488271489,62.99871244800747,62.965192495393985,62.993938728710724,63.02273822798115,45.00629971924108,45.00226175982829,70.01023137320308,70.00968674972904,70.01276883715559,69.99939711504912,68.99436109231299,69.00205570572545,94.98505379996112,95.01899117201435,107.0026685993486,94.99886434161294,94.99404018159993,107.00480385976223,2.100771406285163,2.0880027668613517,2.0808695884376407,50.0845059890169,47.99255340315666,1.5013311734246488,1.4986007280168436,0.20113316357088518,0.0027554843582877062,549.1600207161109,550.012544791942,549.7059878134568,550.1405085440658,2.0052355105590745,1.9911262129665324,2.00027523070682,1.9938706785376903,1.9993324619224253,1.9976215757939675,2.0062940238246183,2.001665443164932,23.93049518779599,24.0197458926843,24.00324355716397,24.00960353835276,24.00628252419111,23.925183198471466,23.99616572698537,23.87939336410989,24.04426302571477,24.023347491434357,24.124420151470414,23.996393223610113,24.036441935102275,24.081984603829362,23.965586354023593,24.046494268436515,23.93247909498197,23.915763420300717
2026-07-10 19:08:00,71.99628093449782,71.99427604952488,68.01250242266309,67.99957428711284,51.99304043997137,52.00581733887412,15.886676051273799,19.89196600660981,66.0019157056699,66.00387639000115,66.0091264772437,66.00585233442051,63.00173606560086,62.99181659166674,63.00030099894309,63.009337250206244,45.00366779044474,44.99673995427245,69.97523955524858,69.98414911738404,70.00542285447914,70.01782055630757,69.01811002073413,68.98496415298565,95.0029725552248,94.99604074658829,107.00393949362869,95.01143724508617,94.99604363660823,107.02457426111236,2.1007906700894314,2.1132602034035974,2.091417939434003,50.04958511572286,48.00516041065949,1.5008661063588673,1.4983036610490263,0.2007508732479649,-0.00033930013850679756,549.7310514472202,549.9073159516189,549.4181673515244,550.1106706986919,1.9976786412639158,2.0100929282598834,1.9990603136284604,2.0022782952217657,2.0031733791053123,1.9926427044641646,2.000567954078769,2.008822440395429,23.97767431028336,24.037848121111175,23.960685269540498,24.017583519189966,24.012811568831438,24.035406329373053,24.03870114852634,24.07134277727993,23.94242304719452,24.077953191121086,23.9592028045707,24.054877884471868,23.926225053788198,23.991731042875486,24.077690112032993,23.984592832388685,24.003241686916823,23.987515647682702,71.99628093449782,71.99427604952488,68.01250242266309,67.99957428711284,51.99304043997137,52.00581733887412,15.886676051273799,19.89196600660981,66.0019157056699,66.00387639000115,66.0091264772437,66.00585233442051,63.00173606560086,62.99181659166674,63.00030099894309,63.009337250206244,45.00366779044474,44.99673995427245,69.97523955524858,69.98414911738404,70.00542285447914,70.01782055630757,69.01811002073413,68.98496415298565,95.0029725552248,94.99604074658829,107.00393949362869,95.01143724508617,94.99604363660823,107.02457426111236,2.1007906700894314,2.1132602034035974,2.091417939434003,50.04958511572286,48.00516041065949,1.5008661063588673,1.4983036610490263,0.2007508732479649,-0.00033930013850679756,549.7310514472202,549.9073159516189,549.4181673515244,550.1106706986919,1.9976786412639158,2.0100929282598834,1.9990603136284604,2.0022782952217657,2.0031733791053123,1.9926427044641646,2.000567954078769,2.008822440395429,23.97767431028336,24.037848121111175,23.960685269540498,24.017583519189966,24.012811568831438,24.035406329373053,24.03870114852634,24.07134277727993,23.94242304719452,24.077953191121086,23.9592028045707,24.054877884471868,23.926225053788198,23.991731042875486,24.077690112032993,23.984592832388685,24.003241686916823,23.987515647682702
2026-07-10 19:18:00,71.98814758105571,72.00168902076285,67.9820414755533,68.01177415235966,51.99637288258793,52.00649575025033,15.82749498557423,19.751390510725184,65.9816857094256,66.00368294133118,65.9923490888715,66.02418635122929,63.00610557295076,62.98736938664803,62.976610342336926,63.0101230355684,45.01067920103604,44.99551517410601,70.01011989294254,69.99702993901127,69.99812973756622,69.99600807513742,69.00510479846727,69.00090058135112,94.98954847085287,94.98314873319087,106.99048202465885,95.0020367463873,95.01047868619281,107.00984506778812,2.068160776588519,2.116431718892365,2.107030756110202,49.99850108485269,47.989708919163725,1.5006247114416267,1.4997661319136208,0.20125414609830863,-0.0005660408726407846,550.4424326303388,549.1684076283883,550.4365616296271,549.7952687269144,2.007505838738815,1.9954378005927098,2.0042414825074744,1.9981568679694561,2.001211264862041,2.002358726678073,2.000823234523874,1.9908849965121058,23.969066101936974,24.05008548659902,24.022650567708634,23.987960709900804,24.086925563729466,23.960686019199223,24.032034168725886,23.976145662475762,24.020374243906662,23.952055722624,23.91754805694121,24.032655015467235,23.932896246995327,23.864885956304434,24.001415724430498,23.94297463503428,24.113042762249336,24.010337886416767,71.98814758105571,72.00168902076285,67.9820414755533,68.01177415235966,51.99637288258793,52.00649575025033,15.82749498557423,19.751390510725184,65.9816857094256,66.00368294133118,65.9923490888715,66.02418635122929,63.00610557295076,62.98736938664803,62.976610342336926,63.0101230355684,45.01067920103604,44.99551517410601,70.01011989294254,69.99702993901127,69.99812973756622,69.99600807513742,69.00510479846727,69.00090058135112,94.98954847085287,94.98314873319087,106.99048202465885,95.0020367463873,95.01047868619281,107.00984506778812,2.068160776588519,2.116431718892365,2.107030756110202,49.99850108485269,47.989708919163725,1.5006247114416267,1.4997661319136208,0.20125414609830863,-0.0005660408726407846,550.4424326303388,549.1684076283883,550.4365616296271,549.7952687269144,2.007505838738815,1.9954378005927098,2.0042414825074744,1.9981568679694561,2.001211264862041,2.002358726678073,2.000823234523874,1.9908849965121058,23.969066101936974,24.05008548659902,24.022650567708634,23.987960709900804,24.086925563729466,23.960686019199223,24.032034168725886,23.976145662475762,24.020374243906662,23.952055722624,23.91754805694121,24.032655015467235,23.932896246995327,23.864885956304434,24.001415724430498,23.94297463503428,24.113042762249336,24.010337886416767
2026-07-10 19:28:00,72.00704526494339,72.00578173953747,67.9833690198399,68.00794743808981,52.004743183613236,52.00353374743744,16.06135728823991,20.04619763503988,66.00847415637342,65.98455639463721,66.00603547037521,65.99769070247258,62.98722389797622,62.99909258579642,62.99768364640876,63.00390468736332,45.02094733628504,45.00116989826785,70.00590986591037,69.99799009369772,69.99680164083308,70.00900095924456,69.02389264152126,68.99317518224395,95.00098497694039,95.00167833529356,107.00938454094718,95.0089607873912,95.00409333705522,107.01353357749889,2.1243827501582593,2.087275464704192,2.1056090544536206,50.02189050367812,47.99540391553541,1.4982390470999534,1.500558388779758,0.19955112243129605,-0.002994398367344158,549.6137345075779,550.6264179163594,549.8132169281921,550.5391046912391,1.9921933626508637,2.0068042265324237,1.9938714704999208,1.9967970495628744,2.0031948712197116,1.9945918280975516,1.998134976590775,2.007245222040157,24.000553074162866,24.060808756986273,24.030439008379012,24.0784967387805,23.919465661587232,23.98433567661829,23.982226369139468,23.987948681429327,23.909349337325303,24.053927393577034,24.001544435485023,23.993640971024163,24.094058643891664,24.017913729342048,24.03465450727008,24.046131497821182,24.0171774925882,23.956932087437483,72.00704526494339,72.00578173953747,67.9833690198399,68.00794743808981,52.004743183613236,52.00353374743744,16.06135728823991,20.04619763503988,66.00847415637342,65.98455639463721,66.00603547037521,65.99769070247258,62.98722389797622,62.99909258579642,62.99768364640876,63.00390468736332,45.02094733628504,45.00116989826785,70.00590986591037,69.99799009369772,69.99680164083308,70.00900095924456,69.02389264152126,68.99317518224395,95.00098497694039,95.00167833529356,107.00938454094718,95.0089607873912,95.00409333705522,107.01353357749889,2.1243827501582593,2.087275464704192,2.1056090544536206,50.02189050367812,47.99540391553541,1.4982390470999534,1.500558388779758,0.19955112243129605,-0.002994398367344158,549.6137345075779,550.6264179163594,549.8132169281921,550.5391046912391,1.9921933626508637,2.0068042265324237,1.9938714704999208,1.9967970495628744,2.0031948712197116,1.9945918280975516,1.998134976590775,2.007245222040157,24.000553074162866,24.060808756986273,24.030439008379012,24.0784967387805,23.919465661587232,23.98433567661829,23.982226369139468,23.987948681429327,23.909349337325303,24.053927393577034,24.001544435485023,23.993640971024163,24.094058643891664,24.017913729342048,24.03465450727008,24.046131497821182,24.0171774925882,23.956932087437483
2026-07-10 19:38:00,72.01300492922496,72.01011403317506,68.00408235115994,68.00825830410638,52.0097239347385,51.99909962026011,15.84942100357493,19.80375152092973,66.00256754133287,65.99003625418275,66.00450563352895,65.99050420043952,62.99487181949291,62.99558797348228,63.01036923902759,63.00579524966184,45.001956082195186,44.997141097400274,69.99289514009101,69.99914284314914,70.03464246541718,69.98483409607255,69.00340913335712,68.99244006951254,95.01728062437599,95.00280411947442,107.01182881717364,94.99819296405579,94.99815951572826,107.02516974686328,2.1170475839813365,2.09104988715401,2.0890648777710323,49.905710440833225,47.97772663516908,1.498674368331397,1.5004874085317852,0.20253849839711371,0.002287438634070363,549.5276237328451,550.3279349803684,549.9968516665726,549.1556427554528,2.0083940995357046,1.9972114372096426,2.012049293092982,1.9979427564644938,2.0021766686585876,1.991048365197651,2.005075914167227,1.994282687441748,24.055683264749014,24.07546571977025,23.905165857007525,23.975848094596017,24.022579762418356,24.07010818987071,23.9942145041332,24.07151562587684,23.988045630884073,23.965382592630053,24.00256330260657,23.92810663890939,23.933516020354677,24.014009922456754,23.99045917344192,23.96079428335401,24.01772431075332,24.101375829432936,72.01300492922496,72.01011403317506,68.00408235115994,68.00825830410638,52.0097239347385,51.99909962026011,15.84942100357493,19.80375152092973,66.00256754133287,65.99003625418275,66.00450563352895,65.99050420043952,62.99487181949291,62.99558797348228,63.01036923902759,63.00579524966184,45.001956082195186,44.997141097400274,69.99289514009101,69.99914284314914,70.03464246541718,69.98483409607255,69.00340913335712,68.99244006951254,95.01728062437599,95.00280411947442,107.01182881717364,94.99819296405579,94.99815951572826,107.02516974686328,2.1170475839813365,2.09104988715401,2.0890648777710323,49.905710440833225,47.97772663516908,1.498674368331397,1.5004874085317852,0.20253849839711371,0.002287438634070363,549.5276237328451,550.3279349803684,549.9968516665726,549.1556427554528,2.0083940995357046,1.9972114372096426,2.012049293092982,1.9979427564644938,2.0021766686585876,1.991048365197651,2.005075914167227,1.994282687441748,24.055683264749014,24.07546571977025,23.905165857007525,23.975848094596017,24.022579762418356,24.07010818987071,23.9942145041332,24.07151562587684,23.988045630884073,23.965382592630053,24.00256330260657,23.92810663890939,23.933516020354677,24.014009922456754,23.99045917344192,23.96079428335401,24.01772431075332,24.101375829432936
2026-07-10 19:48:00,72.01120568402806,71.98782937482238,67.99014899226334,68.00102910436844,52.00042153780459,52.01199623035829,16.167693315733466,20.101754834694464,66.00697943346589,65.99671194874523,66.00204502052718,65.99891720457362,63.00197009699656,63.01476960898769,62.99689187356352,62.99875058619379,44.995153305384456,44.99900933346444,70.01191401505048,70.00656366372445,69.99304684251857,70.00285717987238,69.00317377747902,69.01509906020932,94.9901863915432,94.99988244482137,106.99965236642626,94.9903024811276,95.00652102738376,106.99585889098174,2.0886017437175197,2.094794849136581,2.0822376591058247,50.00743286223667,47.994580654665945,1.5001197449303962,1.501279775410575,0.20085106286543689,0.00214289808951929,550.2654001165927,549.7475865488587,550.1829242277447,550.0260819254015,1.9969757037753286,1.9987576837946706,2.00078367381035,1.9975240639533964,2.0058770499285647,1.993461813312954,1.9945211547518389,2.001031749120309,24.020162888219286,24.087502239563783,24.023598212064705,24.025315255018896,24.04518229180666,23.96498482230237,23.983238233614365,24.101068838859597,24.087893372776243,23.996655425266788,23.97573714626765,24.015386041522902,24.051328029410943,24.05004598848123,23.99174668406915,23.954506943265052,24.044079336787277,24.01330638818165,72.01120568402806,71.98782937482238,67.99014899226334,68.00102910436844,52.00042153780459,52.01199623035829,16.167693315733466,20.101754834694464,66.00697943346589,65.99671194874523,66.00204502052718,65.99891720457362,63.00197009699656,63.01476960898769,62.99689187356352,62.99875058619379,44.995153305384456,44.99900933346444,70.01191401505048,70.00656366372445,69.99304684251857,70.00285717987238,69.00317377747902,69.01509906020932,94.9901863915432,94.99988244482137,106.99965236642626,94.9903024811276,95.00652102738376,106.99585889098174,2.0886017437175197,2.094794849136581,2.0822376591058247,50.00743286223667,47.994580654665945,1.5001197449303962,1.501279775410575,0.20085106286543689,0.00214289808951929,550.2654001165927,549.7475865488587,550.1829242277447,550.0260819254015,1.9969757037753286,1.9987576837946706,2.00078367381035,1.9975240639533964,2.0058770499285647,1.993461813312954,1.9945211547518389,2.001031749120309,24.020162888219286,24.087502239563783,24.023598212064705,24.025315255018896,24.04518229180666,23.96498482230237,23.983238233614365,24.101068838859597,24.087893372776243,23.996655425266788,23.97573714626765,24.015386041522902,24.051328029410943,24.05004598848123,23.99174668406915,23.954506943265052,24.044079336787277,24.01330638818165
2026-07-10 19:58:00,71.99058892199474,72.00630467377587,67.99913381305353,68.00132718116194,51.98793322725431,51.98201556065697,15.744779491720008,20.028614699382647,66.01070117860215,65.98419485987891,66.00670974125978,65.98861521632081,63.00362899379217,62.98732944704782,62.996431701928856,62.993938012764986,45.01404557633974,45.00856201371428,70.00453764336896,70.00683628317695,70.00706066357871,70.01743034393579,69.00941794291982,69.00510758248969,94.99854142640703,94.98820504588554,107.0093922323831,95.00002191433201,95.01017783911665,106.98765434518914,2.1146471784294736,2.1047410147953447,2.121002089884985,49.981616428043424,48.00323395789889,1.4979736832994883,1.5008101587637441,0.19818512663956236,-0.0016671170424381535,550.184128795811,548.8945374006571,549.9502105865596,549.7168106419298,1.9992537250787672,2.0053931575047597,1.9986361485979476,2.004273646473103,2.0007927124578546,2.007015274328603,1.998673823757209,1.9964801020875471,23.991487189766946,24.092052975610127,24.02557282958115,23.96691802031738,23.954487264078658,23.990257580352814,23.94427251765579,23.96204951092084,24.027912779683703,23.934428182589922,23.914553401910226,24.117633731455975,23.943207962070005,23.99767969283789,24.025822789102182,23.915784138860744,23.96743939727841,23.961499711124045,71.99058892199474,72.00630467377587,67.99913381305353,68.00132718116194,51.98793322725431,51.98201556065697,15.744779491720008,20.028614699382647,66.01070117860215,65.98419485987891,66.00670974125978,65.98861521632081,63.00362899379217,62.98732944704782,62.996431701928856,62.993938012764986,45.01404557633974,45.00856201371428,70.00453764336896,70.00683628317695,70.00706066357871,70.01743034393579,69.00941794291982,69.00510758248969,94.99854142640703,94.98820504588554,107.0093922323831,95.00002191433201,95.01017783911665,106.98765434518914,2.1146471784294736,2.1047410147953447,2.121002089884985,49.981616428043424,48.00323395789889,1.4979736832994883,1.5008101587637441,0.19818512663956236,-0.0016671170424381535,550.184128795811,548.8945374006571,549.9502105865596,549.7168106419298,1.9992537250787672,2.0053931575047597,1.9986361485979476,2.004273646473103,2.0007927124578546,2.007015274328603,1.998673823757209,1.9964801020875471,23.991487189766946,24.092052975610127,24.02557282958115,23.96691802031738,23.954487264078658,23.990257580352814,23.94427251765579,23.96204951092084,24.027912779683703,23.934428182589922,23.914553401910226,24.117633731455975,23.943207962070005,23.99767969283789,24.025822789102182,23.915784138860744,23.96743939727841,23.961499711124045
2026-07-10 20:08:00,72.00101413570606,72.00633016326753,68.01265712367594,68.00400790128197,52.00148474433328,52.00440106115887,16.214237035401887,20.114108668477954,66.00197859618491,66.00107330581606,66.00080111491833,66.00164485708171,63.0087598155841,63.01248080223362,63.00222453111684,62.99052211397821,45.003504261147235,45.00787326469846,69.98243576850952,70.00680705758931,70.0006388577157,69.99604818749567,69.00304252604117,69.00023300958506,95.0087550628014,94.98455803185861,106.994425182933,94.98877296187518,94.99851760344167,107.00877797032116,2.0950511566710297,2.093429640820157,2.0704227332064598,50.04099015194795,47.98704785371275,1.5009252787442722,1.4999566200695673,0.1991491270404298,-0.00043966343874702425,550.2831925554756,549.0855527807823,549.6069140516286,550.118070194204,1.99546086836447,2.003872502694182,1.996529665323756,1.9984816075679814,1.9968348540699246,2.0045067317708076,2.000674074378197,1.994996631281829,24.0413710801038,24.091840081034086,23.920786755425095,23.888677227505482,23.97627355022062,24.01804540540505,24.013122464864303,24.002073324094674,23.98422248105942,23.993668843467145,23.970778507421368,23.877508923975675,24.007430542294106,24.01348686658547,24.038803545707257,23.979812962275126,23.929865689093994,24.02778823886659,72.00101413570606,72.00633016326753,68.01265712367594,68.00400790128197,52.00148474433328,52.00440106115887,16.214237035401887,20.114108668477954,66.00197859618491,66.00107330581606,66.00080111491833,66.00164485708171,63.0087598155841,63.01248080223362,63.00222453111684,62.99052211397821,45.003504261147235,45.00787326469846,69.98243576850952,70.00680705758931,70.0006388577157,69.99604818749567,69.00304252604117,69.00023300958506,95.0087550628014,94.98455803185861,106.994425182933,94.98877296187518,94.99851760344167,107.00877797032116,2.0950511566710297,2.093429640820157,2.0704227332064598,50.04099015194795,47.98704785371275,1.5009252787442722,1.4999566200695673,0.1991491270404298,-0.00043966343874702425,550.2831925554756,549.0855527807823,549.6069140516286,550.118070194204,1.99546086836447,2.003872502694182,1.996529665323756,1.9984816075679814,1.9968348540699246,2.0045067317708076,2.000674074378197,1.994996631281829,24.0413710801038,24.091840081034086,23.920786755425095,23.888677227505482,23.97627355022062,24.01804540540505,24.013122464864303,24.002073324094674,23.98422248105942,23.993668843467145,23.970778507421368,23.877508923975675,24.007430542294106,24.01348686658547,24.038803545707257,23.979812962275126,23.929865689093994,24.02778823886659
2026-07-10 20:18:00,71.97410293619141,71.97595178674503,67.97555391504335,68.00276190575131,51.992384986322385,51.99106252675101,16.030278823676152,20.04847183790554,65.98957838468789,65.99133754764796,66.00605411719955,66.00547022411715,62.99379673083204,63.00659792766718,62.99555732111296,62.999312854544094,45.00801775129373,44.97863072884264,70.01866653685819,69.98884469588945,70.00460911956421,70.01026450422948,68.9981734938088,69.00942698067917,94.99537001873244,94.97980216515634,106.99658770524591,95.0012563920386,94.99430041733524,107.01808379573994,2.1059872445318657,2.0877280857585365,2.1057251634123717,50.01511154248143,47.990273312594915,1.5004264077079155,1.4998400710139044,0.19923698902652862,-0.0019305690684963117,550.2296728046703,549.3476888483592,550.5786695119666,550.6903367752717,2.009843149488877,1.99322013718194,1.9966570666600707,2.003257865215239,2.0005774632541207,2.001910824685489,2.0005015242698994,1.995215540754414,24.011290107695036,23.968243638922214,24.07166689368105,23.975686917240022,23.990939777274995,23.908820102420705,24.04314979476119,24.02893551460108,23.95803597887329,24.035732117140995,24.01937814157694,24.067722461734842,23.9405838775712,23.953330217624426,23.991549511118723,24.01445842128418,23.890847051386,24.00461836579981,71.97410293619141,71.97595178674503,67.97555391504335,68.00276190575131,51.992384986322385,51.99106252675101,16.030278823676152,20.04847183790554,65.98957838468789,65.99133754764796,66.00605411719955,66.00547022411715,62.99379673083204,63.00659792766718,62.99555732111296,62.999312854544094,45.00801775129373,44.97863072884264,70.01866653685819,69.98884469588945,70.00460911956421,70.01026450422948,68.9981734938088,69.00942698067917,94.99537001873244,94.97980216515634,106.99658770524591,95.0012563920386,94.99430041733524,107.01808379573994,2.1059872445318657,2.0877280857585365,2.1057251634123717,50.01511154248143,47.990273312594915,1.5004264077079155,1.4998400710139044,0.19923698902652862,-0.0019305690684963117,550.2296728046703,549.3476888483592,550.5786695119666,550.6903367752717,2.009843149488877,1.99322013718194,1.9966570666600707,2.003257865215239,2.0005774632541207,2.001910824685489,2.0005015242698994,1.995215540754414,24.011290107695036,23.968243638922214,24.07166689368105,23.975686917240022,23.990939777274995,23.908820102420705,24.04314979476119,24.02893551460108,23.95803597887329,24.035732117140995,24.01937814157694,24.067722461734842,23.9405838775712,23.953330217624426,23.991549511118723,24.01445842128418,23.890847051386,24.00461836579981
2026-07-10 20:28:00,71.99306632607984,71.99469343286847,67.99943758993058,68.01193008802808,51.9791466663459,52.00905914975026,15.959446996523805,20.082109302412714,66.01851141605606,66.01031565186763,66.00096528894501,65.99008934077078,62.98671763887725,63.00030553484268,62.99163642427175,62.99019176071225,44.992123776522526,45.007024376382944,69.99594160410459,70.00946765386915,70.00168967569734,70.00907694178915,68.9952919296685,68.99961484132818,95.007087847692,95.00616051620375,107.00806373283946,95.00328704587868,95.00367404759216,107.00079495614548,2.105641444736795,2.0965554824262562,2.1059039006862266,50.01974580790224,48.00197907689593,1.4997920749301783,1.4996804529477752,0.2028789245766339,-0.0025434091475512403,550.8730915269297,549.6617744101003,549.5500909827127,550.1333597413608,2.003530939528113,1.9974270744368157,2.0008898980043646,2.0057652756512474,2.0085853331288845,2.0005239837335735,2.0017481809476623,2.0070949701000704,23.949767284438707,23.934622040096734,23.96045518749744,24.02313562625212,24.036082168676252,24.055015822819158,23.9369158176165,23.971898202217286,23.892273196125537,24.022013525957977,24.129215976141566,23.937448343097387,24.032729204871085,24.01644718363144,24.067977888457143,23.9803693636123,24.01744710960797,23.957454559479626,71.99306632607984,71.99469343286847,67.99943758993058,68.01193008802808,51.9791466663459,52.00905914975026,15.959446996523805,20.082109302412714,66.01851141605606,66.01031565186763,66.00096528894501,65.99008934077078,62.98671763887725,63.00030553484268,62.99163642427175,62.99019176071225,44.992123776522526,45.007024376382944,69.99594160410459,70.00946765386915,70.00168967569734,70.00907694178915,68.9952919296685,68.99961484132818,95.007087847692,95.00616051620375,107.00806373283946,95.00328704587868,95.00367404759216,107.00079495614548,2.105641444736795,2.0965554824262562,2.1059039006862266,50.01974580790224,48.00197907689593,1.4997920749301783,1.4996804529477752,0.2028789245766339,-0.0025434091475512403,550.8730915269297,549.6617744101003,549.5500909827127,550.1333597413608,2.003530939528113,1.9974270744368157,2.0008898980043646,2.0057652756512474,2.0085853331288845,2.0005239837335735,2.0017481809476623,2.0070949701000704,23.949767284438707,23.934622040096734,23.96045518749744,24.02313562625212,24.036082168676252,24.055015822819158,23.9369158176165,23.971898202217286,23.892273196125537,24.022013525957977,24.129215976141566,23.937448343097387,24.032729204871085,24.01644718363144,24.067977888457143,23.9803693636123,24.01744710960797,23.957454559479626
